countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
Belize,18,0,2,0,13,0,3,1,1043,11.1,72.2
Fiji,18,0,0,0,14,2,4,0,1007,0.0,77.8
New Caledonia,18,0,0,0,17,0,1,1,4947,0.0,94.4
Saint Lucia,17,0,0,0,15,0,2,0,446,0.0,88.2
Sao Tome and Principe,16,0,1,0,4,0,11,0,19,6.2,25.0
St. Vincent Grenadines,16,0,0,0,8,0,8,0,108,0.0,50.0
Dominica,16,0,0,0,13,0,3,0,383,0.0,81.2
Curaçao,16,0,1,0,13,0,2,0,351,6.2,81.2
Namibia,16,0,0,0,8,0,8,0,704,0.0,50.0
Saint Kitts and Nevis,15,0,0,0,8,2,7,0,294,0.0,53.3
Nicaragua,14,0,3,0,7,0,4,0,0,21.4,50.0
Falkland Islands,13,0,0,0,13,0,0,0,372,0.0,100.0
Gambia,12,0,1,0,9,1,2,0,401,8.3,75.0
Turks and Caicos,12,0,1,0,5,0,6,0,83,8.3,41.7
Greenland,11,0,0,0,11,0,0,0,1271,0.0,100.0
Burundi,11,0,1,0,4,0,6,0,284,9.1,36.4
Vatican City,11,0,0,0,2,0,9,0,0,0.0,18.2
Montserrat,11,0,1,0,2,0,8,1,36,9.1,18.2
Seychelles,11,0,0,0,6,0,5,0,0,0.0,54.5
Suriname,10,0,1,0,8,0,1,0,404,10.0,80.0
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
Mauritania,8,0,1,0,6,0,1,0,1032,12.5,75.0
Papua New Guinea,8,0,0,0,0,0,8,0,604,0.0,0.0
Bhutan,7,0,0,0,5,0,2,0,10548,0.0,71.4
Yemen,7,0,2,0,1,0,4,0,120,28.6,14.3
Western Sahara,6,0,0,0,5,0,1,0,0,0.0,83.3
Caribbean Netherlands,6,1,0,0,0,0,6,0,110,0.0,0.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
British Virgin Islands,6,0,1,0,3,0,2,0,0,16.7,50.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Saint Pierre Miquelon,1,0,0,0,0,0,1,0,0,0.0,0.0
Comoros,1,0,0,0,0,0,1,0,0,0.0,0.0
United States,1160840,1410,67448,57,173725,13057,919667,16475,6931132,5.8,15.0
Spain,245567,0,25100,0,146233,0,74234,2386,1528833,10.2,59.5
Italy,209328,0,28710,0,79914,0,100704,1539,2108837,13.7,38.2
United Kingdom,183381,0,28201,0,860,0,154320,1559,1129907,15.4,0.5
France,168396,0,24760,0,50562,0,93074,3827,1100228,14.7,30.0
Germany,164967,0,6812,0,130600,1600,27555,2105,2547052,4.1,79.2
Russia,134687,10633,1280,58,16639,1626,116768,2300,4100000,1.0,12.4
Turkey,124375,0,3336,0,58259,0,62780,1445,1111366,2.7,46.8
Brazil,97100,541,6761,11,40937,0,49402,8318,339552,7.0,42.2
Iran,96448,0,6156,0,77350,0,12942,2787,484541,6.4,80.2
China,83744,0,4634,0,78382,0,728,34,0,5.5,93.6
Canada,57870,1,3683,0,23801,0,30386,557,832222,6.4,41.1
Belgium,49906,389,7844,79,12309,98,29753,674,266752,15.7,24.7
Peru,42534,0,1200,0,12434,0,28900,671,355604,2.8,29.2
Netherlands,40336,0,4989,0,81,0,35266,708,225899,12.4,0.2
India,39980,281,1323,0,10819,0,27838,0,1046450,3.3,27.1
Switzerland,29817,0,1762,0,24200,0,3855,141,276000,5.9,81.2
Ecuador,27464,0,1371,0,2132,0,23961,149,73929,5.0,7.8
Saudi Arabia,25459,0,176,0,3765,0,21518,139,339775,0.7,14.8
Portugal,25190,0,1023,0,1671,0,22496,150,426836,4.1,6.6
Mexico,22088,1349,2061,89,13447,1070,6580,378,91188,9.3,60.9
Sweden,22082,0,2669,0,1005,0,18408,531,119500,12.1,4.6
Ireland,21176,0,1286,0,13386,0,6504,99,169377,6.1,63.2
Pakistan,19103,81,440,3,4817,64,13846,111,203025,2.3,25.2
Chile,18435,0,247,0,9572,0,8616,425,199400,1.3,51.9
Singapore,18205,657,17,0,1347,0,16841,24,143919,0.1,7.4
Israel,16193,8,230,1,9634,41,6329,103,397046,1.4,59.5
Belarus,15828,0,97,0,3117,0,12614,92,195430,0.6,19.7
Austria,15597,39,598,2,13228,48,1771,114,274355,3.8,84.8
Qatar,14872,0,12,0,1534,0,13326,72,101728,0.1,10.3
Japan,14571,266,474,19,3205,230,10892,324,181527,3.3,22.0
United Arab Emirates,13599,0,119,0,2664,0,10816,1,1200000,0.9,19.6
Poland,13375,0,664,0,3762,0,8949,160,366013,5.0,28.1
Romania,12732,0,780,9,4547,0,7405,265,190540,6.1,35.7
Ukraine,11913,502,288,9,1548,50,10077,158,129723,2.4,13.0
Indonesia,11192,349,845,14,1876,211,8471,0,112965,7.6,16.8
South Korea,10793,13,250,0,9183,60,1360,55,630973,2.3,85.1
Denmark,9594,0,475,0,7074,1,2045,60,221912,5.0,73.7
Serbia,9362,0,189,0,1426,0,7747,57,96637,2.0,15.2
Philippines,9223,295,607,4,1214,90,7402,31,115287,6.6,13.2
Bangladesh,8790,0,175,0,177,0,8438,1,76066,2.0,2.0
Norway,7809,0,211,0,32,0,7566,37,172586,2.7,0.4
Czechia,7755,0,245,0,3471,10,4039,62,257678,3.2,44.8
Dominican Republic,7578,0,326,0,1481,0,5771,144,30102,4.3,19.5
Colombia,7285,0,324,0,1666,0,5295,118,114602,4.4,22.9
Panama,7090,370,197,5,641,19,6252,85,31895,2.8,9.0
Australia,6799,16,95,1,5814,25,890,29,630681,1.4,85.5
South Africa,6336,0,123,0,2549,0,3664,36,230686,1.9,40.2
Malaysia,6298,122,105,2,4413,87,1780,27,184213,1.7,70.1
Egypt,6193,0,415,0,1522,0,4256,0,90000,6.7,24.6
Finland,5176,0,220,0,3000,0,1956,52,101800,4.3,58.0
Morocco,4729,0,173,0,1256,0,3300,1,39367,3.7,26.6
Argentina,4681,149,237,8,1320,0,3124,157,63866,5.1,28.2
Kuwait,4619,0,33,0,1703,0,2883,69,179000,0.7,36.9
Algeria,4295,0,459,0,1872,0,1964,22,6500,10.7,43.6
Moldova,4052,0,124,0,1334,0,2594,237,11763,3.1,32.9
Kazakhstan,3857,0,25,0,995,10,2837,41,282862,0.6,25.8
Luxembourg,3812,0,92,0,3318,0,402,23,47460,2.4,87.0
Bahrain,3284,0,8,0,1568,0,1708,1,139354,0.2,47.7
Hungary,2998,56,340,5,629,4,2029,51,82010,11.3,21.0
Thailand,2969,3,54,0,2739,7,176,61,178083,1.8,92.3
Afghanistan,2704,235,85,13,345,14,2274,7,11068,3.1,12.8
Greece,2620,0,143,0,1374,0,1103,37,78207,5.5,52.4
Oman,2568,85,12,0,750,0,1806,17,40459,0.5,29.2
Nigeria,2388,0,85,0,385,34,1918,2,16588,3.6,16.1
Armenia,2386,113,35,2,1035,25,1316,10,24177,1.5,43.4
Iraq,2219,0,95,0,1473,0,651,0,98253,4.3,66.4
Ghana,2169,0,18,0,229,0,1922,4,117049,0.8,10.6
Uzbekistan,2127,9,9,0,1271,0,847,8,242536,0.4,59.8
Croatia,2088,0,77,0,1463,0,548,17,37557,3.7,70.1
Cameroon,2077,0,64,0,953,0,1060,12,0,3.1,45.9
Azerbaijan,1894,0,25,0,1411,0,458,17,152597,1.3,74.5
Bosnia and Herzegovina,1839,0,72,0,779,0,988,4,32783,3.9,42.4
Iceland,1798,0,10,0,1706,0,82,0,50002,0.6,94.9
Estonia,1700,1,55,2,259,3,1386,7,55206,3.2,15.2
Cuba,1611,0,66,0,765,0,780,10,51506,4.1,47.5
Bulgaria,1611,17,72,0,308,21,1231,40,47636,4.5,19.1
Guinea,1586,0,7,0,405,0,1174,0,0,0.4,25.5
North Macedonia,1506,0,82,0,852,0,572,21,16997,5.4,56.6
New Zealand,1487,2,20,0,1266,3,201,0,150223,1.3,85.1
Bolivia,1470,241,71,5,159,25,1240,3,5791,4.8,10.8
Slovenia,1439,0,96,2,241,2,1102,21,55520,6.7,16.7
Lithuania,1410,4,46,0,635,3,729,17,141678,3.3,45.0
Slovakia,1408,1,24,0,619,11,765,7,96220,1.7,44.0
Ivory Coast,1362,0,15,0,622,0,725,0,10508,1.1,45.7
Senegal,1115,0,9,0,368,0,738,4,466,0.8,33.0
Djibouti,1112,0,2,0,686,0,424,0,13856,0.2,61.7
Hong Kong,1040,0,4,0,879,15,157,3,154989,0.4,84.5
Honduras,1010,111,76,1,116,4,818,10,4669,7.5,11.5
Tunisia,1009,0,42,0,323,0,644,25,24055,4.2,32.0
Latvia,879,8,16,0,348,0,515,4,64245,1.8,39.6
Cyprus,864,0,15,0,296,0,553,15,62267,1.7,34.3
Kosovo,823,0,22,0,336,0,465,0,0,2.7,40.8
Albania,795,6,31,0,531,12,233,7,8866,3.9,66.8
Kyrgyzstan,795,26,10,2,564,37,221,12,51472,1.3,70.9
Andorra,747,0,44,0,472,0,231,17,1673,5.9,63.2
Niger,736,0,35,0,507,0,194,0,5271,4.8,68.9
Lebanon,733,0,25,0,197,0,511,43,37880,3.4,26.9
Costa Rica,733,0,6,0,372,0,355,6,13632,0.8,50.8
Cruise Ship,712,0,13,0,645,0,54,4,0,1.8,90.6
Sri Lanka,705,3,7,0,182,10,516,1,25206,1.0,25.8
Guatemala,688,44,17,1,72,0,599,5,7200,2.5,10.5
Congo (Kinshasa),674,70,33,1,75,0,566,0,0,4.9,11.1
Somalia,671,0,31,0,34,0,606,2,0,4.6,5.1
Uruguay,652,0,17,0,440,0,195,10,21164,2.6,67.5
Burkina Faso,652,0,44,0,535,0,73,0,0,6.7,82.1
Sudan,592,0,41,0,52,0,499,0,0,6.9,8.8
Georgia,589,7,8,0,215,8,366,6,15904,1.4,36.5
San Marino,580,0,41,0,83,0,456,5,2397,7.1,14.3
Mali,544,0,26,0,206,0,312,0,2172,4.8,37.9
Channel Islands,543,0,41,0,406,0,96,0,5342,7.6,74.8
Mayotte,539,0,4,0,235,0,300,4,3000,0.7,43.6
Maldives,519,0,1,0,18,0,500,2,8008,0.2,3.5
El Salvador,490,44,11,1,154,13,325,3,28596,2.2,31.4
Tanzania,480,0,16,0,167,0,297,7,0,3.3,34.8
Malta,468,0,4,0,379,0,85,1,35117,0.9,81.0
Jamaica,463,31,8,0,33,2,422,2,5215,1.7,7.1
Jordan,460,0,9,0,367,0,84,5,82092,2.0,79.8
Kenya,435,0,22,0,152,0,261,2,21702,5.1,34.9
Taiwan,432,0,6,0,332,8,94,0,64094,1.4,76.9
Réunion,423,0,0,0,300,0,123,2,0,0.0,70.9
Paraguay,370,37,10,0,119,4,241,5,10766,2.7,32.2
West Bank and Gaza,353,0,2,0,76,0,275,0,0,0.6,21.5
Palestine,353,0,2,0,76,0,275,0,32200,0.6,21.5
Venezuela,345,0,10,0,148,0,187,2,477790,2.9,42.9
Gabon,335,0,5,0,85,0,245,1,724,1.5,25.4
Mauritius,332,0,10,0,314,0,8,3,16028,3.0,94.6
Montenegro,322,0,8,0,249,4,65,2,6864,2.5,77.3
Isle of Man,320,0,22,0,271,0,27,21,3242,6.9,84.7
Equatorial Guinea,315,0,1,0,9,0,305,0,854,0.3,2.9
Vietnam,270,0,0,0,219,0,51,8,261004,0.0,81.1
Guinea-Bissau,257,0,1,0,19,0,237,0,1500,0.4,7.4
Rwanda,255,0,0,0,120,0,135,0,33303,0.0,47.1
Congo (Brazzaville),229,0,9,0,25,0,195,0,0,3.9,10.9
Faroe Islands,187,0,0,0,185,1,2,0,8066,0.0,98.9
Martinique,179,0,14,0,83,0,82,5,0,7.8,46.4
Sierra Leone,155,0,8,0,21,0,126,0,0,5.2,13.5
Liberia,154,0,18,0,48,0,88,0,0,11.7,31.2
Cabo Verde,152,0,2,0,18,0,132,0,791,1.3,11.8
Guadeloupe,152,0,12,0,95,0,45,6,0,7.9,62.5
Myanmar,151,0,6,0,37,0,108,0,8460,4.0,24.5
Burma,151,0,6,0,37,0,108,0,0,4.0,24.5
Gibraltar,144,0,0,0,132,0,12,0,2711,0.0,91.7
Brunei,138,0,1,0,126,0,11,2,13924,0.7,91.3
Ethiopia,135,2,3,0,75,6,57,0,22330,2.2,55.6
Madagascar,135,0,0,0,97,0,38,1,3393,0.0,71.9
French Guiana,128,0,1,0,98,0,29,2,0,0.8,76.6
Togo,123,0,9,0,66,0,48,0,7100,7.3,53.7
Cambodia,122,0,0,0,120,0,2,1,12304,0.0,98.4
Zambia,119,0,3,0,75,0,41,1,5284,2.5,63.0
Chad,117,0,10,0,39,0,68,0,0,8.5,33.3
Trinidad and Tobago,116,0,8,0,88,0,20,0,1907,6.9,75.9
Bermuda,114,0,7,0,51,0,56,4,2819,6.1,44.7
Eswatini,108,0,1,0,12,0,95,0,714,0.9,11.1
Aruba,100,0,2,0,81,0,17,4,1731,2.0,81.0
Monaco,95,0,4,0,78,5,13,1,0,4.2,82.1
Benin,90,0,2,0,42,0,46,0,0,2.2,46.7
Uganda,88,0,0,0,52,0,36,0,36302,0.0,59.1
Haiti,85,0,8,0,10,0,67,0,848,9.4,11.8
Bahamas,83,1,11,0,24,0,48,1,1353,13.3,28.9
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Guyana,82,0,9,0,22,0,51,2,579,11.0,26.8
Barbados,81,0,7,0,44,0,30,4,2369,8.6,54.3
Mozambique,79,0,0,0,18,0,61,0,2337,0.0,22.8
Sint Maarten,76,0,13,0,44,0,19,7,329,17.1,57.9
Tajikistan,76,0,2,0,0,0,74,0,0,2.6,0.0
Cayman Islands,74,0,1,0,10,0,63,3,1927,1.4,13.5
CAR,72,0,0,0,10,0,62,0,0,0.0,13.9
Libya,63,0,3,0,22,0,38,0,2155,4.8,34.9
Nepal,59,0,0,0,16,0,43,0,61627,0.0,27.1
South Sudan,46,1,0,0,0,0,46,0,1247,0.0,0.0
Macau,45,0,0,0,37,0,8,1,0,0.0,82.2
Syria,44,0,3,0,27,0,14,0,0,6.8,61.4
Eritrea,39,0,0,0,26,0,13,0,0,0.0,66.7
Mongolia,39,0,0,0,10,0,29,0,8250,0.0,25.6
Saint Martin,38,0,3,0,27,0,8,3,0,7.9,71.1
Malawi,38,0,3,0,9,0,26,1,831,7.9,23.7
Angola,35,0,2,0,11,0,22,0,481,5.7,31.4
Zimbabwe,34,0,4,0,5,0,25,0,7642,11.8,14.7
Antigua and Barbuda,25,0,3,0,15,0,7,1,151,12.0,60.0
Timor-Leste,24,0,0,0,16,0,8,0,322,0.0,66.7
Botswana,23,0,1,0,8,0,14,0,7675,4.3,34.8
Grenada,21,0,0,0,13,0,8,4,1406,0.0,61.9
Laos,19,0,0,0,9,0,10,0,2184,0.0,47.4
New Caledonia,18,0,0,0,17,0,1,1,4947,0.0,94.4
Belize,18,0,2,0,13,0,3,1,1043,11.1,72.2
Fiji,18,0,0,0,14,0,4,0,1007,0.0,77.8
Saint Lucia,17,0,0,0,15,0,2,0,446,0.0,88.2
Gambia,17,0,1,0,9,0,7,0,401,5.9,52.9
St. Vincent Grenadines,16,0,0,0,8,0,8,0,108,0.0,50.0
Dominica,16,0,0,0,13,0,3,0,383,0.0,81.2
Curaçao,16,0,1,0,13,0,2,0,351,6.2,81.2
Namibia,16,0,0,0,8,0,8,0,704,0.0,50.0
Sao Tome and Principe,16,0,1,0,4,0,11,0,19,6.2,25.0
Burundi,15,0,1,0,7,0,7,0,284,6.7,46.7
Saint Kitts and Nevis,15,0,0,0,8,0,7,0,294,0.0,53.3
Nicaragua,14,0,3,0,7,0,4,0,0,21.4,50.0
Falkland Islands,13,0,0,0,13,0,0,0,388,0.0,100.0
Turks and Caicos,12,0,1,0,5,0,6,0,83,8.3,41.7
Vatican City,11,0,0,0,2,0,9,0,0,0.0,18.2
Montserrat,11,0,1,0,7,5,3,1,36,9.1,63.6
Seychelles,11,0,0,0,6,0,5,0,0,0.0,54.5
Greenland,11,0,0,0,11,0,0,0,1271,0.0,100.0
Yemen,10,0,2,0,1,0,7,0,120,20.0,10.0
Suriname,10,0,1,0,8,0,1,0,404,10.0,80.0
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
Mauritania,8,0,1,0,6,0,1,0,1032,12.5,75.0
Papua New Guinea,8,0,0,0,0,0,8,0,604,0.0,0.0
Bhutan,7,0,0,0,5,0,2,0,10761,0.0,71.4
Caribbean Netherlands,6,0,0,0,0,0,6,0,110,0.0,0.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
British Virgin Islands,6,0,1,0,3,0,2,0,0,16.7,50.0
Western Sahara,6,0,0,0,5,0,1,0,0,0.0,83.3
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Comoros,3,0,0,0,0,0,3,0,0,0.0,0.0
Saint Pierre Miquelon,1,0,0,0,0,0,1,0,0,0.0,0.0
United States,1188421,1133,68602,34,178594,331,941225,16139,7196740,5.8,15.0
Spain,247122,0,25264,0,148558,0,73300,2386,1932455,10.2,60.1
Italy,210717,0,28884,0,81654,0,100179,1501,2153772,13.7,38.8
United Kingdom,187723,1,28516,0,860,0,158347,1559,1206405,15.2,0.5
France,168693,0,24895,0,50784,0,93014,3819,1100228,14.8,30.1
Germany,165664,0,6866,0,132700,2100,26098,1979,2547052,4.1,80.1
Russia,145268,10581,1356,76,18095,1456,125817,2300,4300000,0.9,12.5
Turkey,126045,0,3397,0,63151,0,59497,1424,1135367,2.7,50.1
Brazil,101826,679,7051,26,42991,0,51784,8318,339552,6.9,42.2
Iran,97424,0,6203,0,78422,0,12799,2690,496273,6.4,80.5
China,83749,5,4634,0,78482,100,633,33,0,5.5,93.7
Canada,60447,1,3794,0,24908,0,31745,557,897444,6.3,41.2
Belgium,50267,361,7924,80,12378,69,29965,655,440700,15.8,24.6
Peru,45928,0,1286,0,13550,0,31092,679,375096,2.8,29.5
India,42670,165,1395,4,11782,7,29493,0,1107233,3.3,27.6
Netherlands,40671,0,5058,0,81,0,35532,688,225899,12.4,0.2
Switzerland,29905,0,1762,0,24500,0,3643,141,280220,5.9,81.9
Ecuador,29538,0,1564,0,3300,0,24674,149,78659,5.3,11.2
Saudi Arabia,27011,0,184,0,4134,0,22693,139,352555,0.7,15.3
Portugal,25282,0,1043,0,1689,0,22550,144,426836,4.1,6.7
Mexico,23471,1383,2154,93,13447,0,7870,378,93791,9.2,57.3
Sweden,22317,0,2679,0,1005,0,18633,403,119500,12.0,4.5
Ireland,21506,0,1303,0,13386,0,6817,98,169377,6.1,62.2
Pakistan,20186,102,462,5,5590,476,14134,111,212511,2.3,27.7
Chile,19663,0,260,0,10041,0,9362,408,206218,1.3,51.1
Singapore,18778,573,18,0,1408,0,17352,22,143919,0.1,7.5
Belarus,17489,784,103,4,3259,63,14127,92,211369,0.6,18.6
Israel,16237,29,234,2,9858,109,6145,103,397046,1.4,60.7
Austria,15597,0,598,0,13228,0,1771,114,279071,3.8,84.8
Qatar,15551,0,12,0,1664,0,13875,72,104435,0.1,10.7
Japan,14877,306,487,13,3981,776,10409,321,183251,3.3,26.8
United Arab Emirates,14163,0,126,0,2763,0,11274,1,1200000,0.9,19.5
Poland,13937,244,683,5,4095,150,9159,160,375948,4.9,29.4
Romania,13163,0,803,13,4869,0,7491,255,195508,6.1,37.0
Ukraine,12331,418,303,15,1619,71,10409,160,134592,2.5,13.1
Indonesia,11587,395,864,19,1954,78,8769,0,116861,7.5,16.9
South Korea,10801,8,252,2,9217,34,1332,55,633921,2.3,85.3
Bangladesh,10143,688,182,5,1209,146,8752,1,87694,1.8,11.9
Denmark,9857,147,484,0,7172,0,2201,62,244791,4.9,72.8
Philippines,9485,262,623,16,1315,101,7547,31,126164,6.6,13.9
Serbia,9464,0,193,0,1551,0,7720,54,101911,2.0,16.4
Dominican Republic,7954,0,333,0,1606,0,6015,144,30102,4.2,20.2
Norway,7847,0,213,2,32,0,7602,37,172586,2.7,0.4
Czechia,7781,0,249,1,3592,5,3940,58,261548,3.2,46.2
Colombia,7668,0,340,0,1722,0,5606,122,118801,4.4,22.5
Panama,7197,107,200,3,641,0,6356,91,34459,2.8,8.9
Australia,6822,21,96,1,5849,32,877,29,633107,1.4,85.7
South Africa,6783,0,131,0,2549,0,4103,36,245747,1.9,37.6
Egypt,6465,0,429,0,1562,0,4474,0,90000,6.6,24.2
Malaysia,6353,55,105,0,4484,71,1764,28,195833,1.7,70.6
Finland,5327,73,230,0,3000,0,2097,49,103445,4.3,56.3
Kuwait,4983,0,38,0,1776,0,3169,72,196397,0.8,35.6
Morocco,4903,0,174,0,1438,0,3291,1,42112,3.5,29.3
Argentina,4783,102,246,5,1354,0,3183,157,65813,5.1,28.3
Algeria,4474,0,463,0,1936,0,2075,22,6500,10.3,43.3
Moldova,4121,0,128,3,1423,41,2570,237,20447,3.1,34.5
Kazakhstan,3988,68,27,0,1084,0,2877,40,306861,0.7,27.2
Luxembourg,3824,0,96,0,3379,0,349,22,48118,2.5,88.4
Bahrain,3383,0,8,0,1718,0,1657,1,144155,0.2,50.8
Hungary,3035,37,351,11,630,1,2054,55,83958,11.6,20.8
Thailand,2987,18,54,0,2740,1,193,61,227860,1.8,91.7
Afghanistan,2704,0,85,0,345,0,2274,7,11068,3.1,12.8
Oman,2637,69,12,0,816,66,1809,17,40459,0.5,30.9
Greece,2626,0,144,0,1374,0,1108,37,79332,5.5,52.3
Nigeria,2558,0,87,0,400,0,2071,4,17566,3.4,15.6
Armenia,2507,121,39,4,1071,36,1397,10,24942,1.6,42.7
Iraq,2296,0,97,0,1490,0,709,0,103262,4.2,64.9
Ghana,2169,0,18,0,229,0,1922,4,117049,0.8,10.6
Uzbekistan,2160,11,10,0,1327,8,823,8,325000,0.5,61.4
Croatia,2096,0,79,0,1489,0,528,15,38084,3.8,71.0
Cameroon,2077,0,64,0,953,0,1060,12,0,3.1,45.9
Azerbaijan,1932,0,25,0,1441,0,466,17,157932,1.3,74.6
Bosnia and Herzegovina,1857,0,77,0,825,0,955,4,33928,4.1,44.4
Iceland,1799,0,10,0,1717,0,72,0,50406,0.6,95.4
Estonia,1703,3,55,0,259,0,1389,6,55784,3.2,15.2
Cuba,1649,0,67,0,827,0,755,13,53545,4.1,50.2
Bulgaria,1632,14,74,1,321,13,1237,40,49145,4.5,19.7
Bolivia,1594,124,76,5,166,7,1352,3,7651,4.8,10.4
Guinea,1586,0,7,0,405,0,1174,0,0,0.4,25.5
North Macedonia,1511,0,84,0,945,0,482,21,17246,5.6,62.5
New Zealand,1487,0,20,0,1276,10,191,0,152696,1.3,85.8
Slovenia,1439,0,96,0,241,0,1102,21,55520,6.7,16.7
Lithuania,1419,9,46,0,638,3,735,17,144029,3.2,45.0
Slovakia,1413,5,25,1,643,24,745,7,97804,1.8,45.5
Ivory Coast,1398,0,17,0,653,0,728,0,10778,1.2,46.7
Senegal,1182,0,9,0,372,0,801,4,466,0.8,31.5
Djibouti,1112,0,2,0,686,0,424,0,13856,0.2,61.7
Honduras,1055,45,82,6,118,2,855,10,4810,7.8,11.2
Hong Kong,1041,1,4,0,900,21,137,1,154989,0.4,86.5
Tunisia,1013,0,42,0,328,0,643,25,24406,4.1,32.4
Latvia,896,17,16,0,348,0,532,4,65464,1.8,38.8
Cyprus,872,0,15,0,296,0,561,15,62267,1.7,33.9
Kosovo,851,0,22,0,381,0,448,0,0,2.6,44.8
Kyrgyzstan,830,35,10,0,575,11,245,13,56488,1.2,69.3
Albania,803,8,31,0,543,12,229,7,9006,3.9,67.6
Niger,750,0,36,0,518,0,196,0,5309,4.8,69.1
Andorra,748,0,45,0,493,0,210,17,1673,6.0,65.9
Costa Rica,739,0,6,0,386,0,347,6,13851,0.8,52.2
Lebanon,737,0,25,0,200,0,512,43,39238,3.4,27.1
Somalia,722,0,32,0,44,0,646,2,0,4.4,6.1
Sri Lanka,718,0,7,0,184,0,527,1,26842,1.0,25.6
Cruise Ship,712,0,13,0,645,0,54,4,0,1.8,90.6
Guatemala,703,15,17,0,72,0,614,5,7200,2.4,10.2
Congo (Kinshasa),682,8,34,1,80,5,568,0,0,5.0,11.7
Sudan,678,86,41,0,61,9,576,0,0,6.0,9.0
Burkina Faso,662,0,45,0,540,0,77,0,0,6.8,81.6
Uruguay,655,0,17,0,442,0,196,10,21939,2.6,67.5
Mayotte,650,111,6,2,235,0,409,4,3000,0.9,36.2
Georgia,593,4,9,0,223,2,361,6,15904,1.5,37.6
San Marino,582,0,41,0,86,0,455,5,2451,7.0,14.8
Mali,563,0,27,0,213,0,323,0,2172,4.8,37.8
El Salvador,555,65,12,1,180,26,363,3,30387,2.2,32.4
Channel Islands,544,0,41,0,406,0,97,0,5342,7.5,74.6
Maldives,527,0,1,0,18,0,508,2,8327,0.2,3.4
Tanzania,480,0,16,0,167,0,297,7,0,3.3,34.8
Malta,477,0,4,0,392,0,81,1,36204,0.8,82.2
Jamaica,469,6,9,1,38,5,422,2,5633,1.9,8.1
Kenya,465,0,24,0,167,0,274,2,23780,5.2,35.9
Jordan,461,0,9,0,367,0,85,5,84593,2.0,79.6
Taiwan,437,5,6,0,334,2,97,0,64436,1.4,76.4
Réunion,423,0,0,0,300,0,123,2,0,0.0,70.9
Paraguay,396,26,10,0,126,7,260,7,10766,2.5,31.8
Venezuela,357,12,10,0,158,10,189,1,482953,2.8,44.3
West Bank and Gaza,353,0,2,0,77,0,274,0,0,0.6,21.8
Palestine,353,0,2,0,77,0,274,0,32200,0.6,21.8
Gabon,335,0,5,0,85,0,245,1,724,1.5,25.4
Mauritius,332,0,10,0,315,0,7,3,16028,3.0,94.9
Montenegro,323,1,8,0,249,0,66,2,7816,2.5,77.1
Isle of Man,321,0,22,0,271,0,28,21,3339,6.9,84.4
Equatorial Guinea,315,0,1,0,13,4,301,0,854,0.3,4.1
Vietnam,271,0,0,0,219,0,52,8,261004,0.0,80.8
Rwanda,259,0,0,0,124,0,135,0,34350,0.0,47.9
Guinea-Bissau,257,0,1,0,19,0,237,0,1500,0.4,7.4
Congo (Brazzaville),229,0,9,0,25,0,195,0,0,3.9,10.9
Faroe Islands,187,0,0,0,185,0,2,0,8066,0.0,98.9
Martinique,179,0,14,0,83,0,82,5,0,7.8,46.4
Sierra Leone,166,0,8,0,29,0,129,0,0,4.8,17.5
Cabo Verde,165,0,2,0,33,0,130,0,791,1.2,20.0
Liberia,158,0,18,0,58,0,82,0,0,11.4,36.7
Myanmar,155,0,6,0,43,0,106,0,8703,3.9,27.7
Burma,155,0,6,0,43,0,106,0,0,3.9,27.7
Guadeloupe,152,0,12,0,95,0,45,6,0,7.9,62.5
Madagascar,149,0,0,0,98,0,51,1,3611,0.0,65.8
Gibraltar,144,0,0,0,132,0,12,0,2711,0.0,91.7
Ethiopia,140,5,3,0,75,0,62,0,24088,2.1,53.6
Brunei,138,0,1,0,130,2,7,2,14476,0.7,94.2
Tajikistan,128,0,2,0,0,0,126,0,0,1.6,0.0
French Guiana,128,0,1,0,98,0,29,2,0,0.8,76.6
Togo,124,0,9,0,67,0,48,0,7425,7.3,54.0
Zambia,124,0,3,0,78,0,43,1,6882,2.4,62.9
Cambodia,122,0,0,0,120,0,2,1,12378,0.0,98.4
Chad,117,0,10,0,39,0,68,0,0,8.5,33.3
Trinidad and Tobago,116,0,8,0,93,5,15,0,1940,6.9,80.2
Bermuda,115,0,7,0,51,0,57,4,3144,6.1,44.3
Eswatini,112,0,1,0,12,0,99,0,714,0.9,10.7
Aruba,100,0,2,0,81,0,17,4,1756,2.0,81.0
Benin,96,6,2,0,50,8,44,0,0,2.1,52.1
Monaco,95,0,4,0,78,0,13,1,0,4.2,82.1
Uganda,89,0,0,0,52,0,37,0,39232,0.0,58.4
Haiti,88,3,9,1,10,0,69,0,935,10.2,11.4
Bahamas,83,0,11,0,24,0,48,1,1353,13.3,28.9
Barbados,82,1,7,0,44,0,31,4,2420,8.5,53.7
